24-02-2014 12:50:29.430;20;LISTEN
24-02-2014 12:50:36.576;11;LISTEN
24-02-2014 12:50:44.617;11;TRANSLATE
24-02-2014 12:51:05.072;1;LISTEN
24-02-2014 12:51:28.030;2;LISTEN
24-02-2014 12:51:34.617;2;TRANSLATE
24-02-2014 12:51:36.506;2;DESCRIBE
24-02-2014 12:51:38.542;2;DESCRIBE
24-02-2014 12:51:51.736;20;LISTEN
24-02-2014 12:51:58.267;11;LISTEN
24-02-2014 12:52:04.537;1;LISTEN
24-02-2014 12:52:09.756;2;LISTEN
24-02-2014 12:52:15.191;0;LISTEN
24-02-2014 12:52:17.700;0;LISTEN
24-02-2014 12:52:30.171;27;LISTEN
24-02-2014 12:52:33.535;27;TRANSLATE
24-02-2014 12:52:35.071;27;LISTEN
24-02-2014 12:52:39.610;11;LISTEN
24-02-2014 12:52:59.205;16;TRANSLATE
24-02-2014 12:53:02.311;16;DESCRIBE
24-02-2014 12:53:03.015;16;DESCRIBE
24-02-2014 12:53:03.751;16;DESCRIBE
24-02-2014 12:53:05.319;16;DESCRIBE
24-02-2014 12:53:09.812;16;DESCRIBE
24-02-2014 12:53:14.918;16;TRANSLATE
24-02-2014 12:53:23.437;26;LISTEN
24-02-2014 12:53:33.584;14;LISTEN
24-02-2014 12:53:59.033;21;LISTEN
24-02-2014 12:54:03.609;17;LISTEN
24-02-2014 12:54:05.602;17;TRANSLATE
24-02-2014 12:54:14.763;3;LISTEN
24-02-2014 12:54:27.864;28;LISTEN
24-02-2014 12:54:34.830;-1;LISTEN
24-02-2014 12:54:36.078;-1;LISTEN
24-02-2014 12:54:38.964;13;LISTEN
24-02-2014 12:54:45.843;12;LISTEN
24-02-2014 12:54:50.204;22;TRANSLATE
24-02-2014 12:54:51.284;22;LISTEN
24-02-2014 12:54:54.987;12;TRANSLATE
24-02-2014 12:55:03.218;29;LISTEN
24-02-2014 12:55:35.038;19;LISTEN
24-02-2014 12:55:54.794;10;LISTEN
24-02-2014 12:55:57.141;10;TRANSLATE
24-02-2014 12:56:16.988;24;LISTEN
24-02-2014 12:56:27.364;15;LISTEN
24-02-2014 12:56:35.808;7;LISTEN
24-02-2014 12:56:39.750;9;LISTEN
24-02-2014 12:56:55.694;18;LISTEN
24-02-2014 12:57:00.845;8;LISTEN
24-02-2014 12:57:04.874;8;LISTEN
24-02-2014 12:57:28.538;13;LISTEN
24-02-2014 12:57:33.418;28;LISTEN
24-02-2014 12:57:37.779;28;DESCRIBE
24-02-2014 12:57:39.991;28;TRANSLATE
24-02-2014 12:58:00.583;6;LISTEN
24-02-2014 12:58:06.449;6;LISTEN
24-02-2014 12:58:11.948;4;LISTEN
24-02-2014 12:58:40.787;5;LISTEN
24-02-2014 12:58:42.349;5;LISTEN
24-02-2014 12:58:56.835;9;LISTEN
24-02-2014 13:01:28.844;11;LISTEN
24-02-2014 13:01:38.418;1;LISTEN
24-02-2014 13:01:48.055;-1;LISTEN
24-02-2014 13:01:49.093;11;LISTEN
24-02-2014 13:01:54.596;-1;LISTEN
24-02-2014 13:01:55.900;1;LISTEN
24-02-2014 13:02:20.039;12;LISTEN
24-02-2014 13:02:26.176;22;LISTEN
24-02-2014 13:04:54.134;0;LISTEN
24-02-2014 13:04:58.071;0;LISTEN
24-02-2014 13:07:26.792;10;LISTEN
25-02-2014 16:33:39.810;2;TRANSLATE
25-02-2014 16:33:47.218;0;TRANSLATE
25-02-2014 16:34:03.105;6;TRANSLATE
25-02-2014 16:34:17.371;4;TRANSLATE
25-02-2014 16:34:31.138;23;TRANSLATE
25-02-2014 16:36:40.015;16;TRANSLATE
25-02-2014 16:36:50.398;25;TRANSLATE
25-02-2014 16:36:55.819;17;TRANSLATE
25-02-2014 16:37:06.009;21;TRANSLATE
25-02-2014 16:39:55.285;3;TRANSLATE
25-02-2014 16:40:09.068;17;TRANSLATE
25-02-2014 16:40:10.529;17;TRANSLATE
25-02-2014 16:41:31.135;9;TRANSLATE
25-02-2014 16:41:37.000;15;TRANSLATE
25-02-2014 16:43:04.376;29;TRANSLATE
26-02-2014 16:33:21.261;26;TRANSLATE
26-02-2014 16:33:31.345;4;TRANSLATE
26-02-2014 16:33:32.236;4;TRANSLATE
26-02-2014 16:36:22.782;11;DESCRIBE
26-02-2014 16:36:24.982;-1;DESCRIBE
26-02-2014 16:36:25.929;11;DESCRIBE
26-02-2014 16:36:27.180;-1;DESCRIBE
26-02-2014 16:36:27.895;11;DESCRIBE
26-02-2014 16:36:32.196;11;DESCRIBE
26-02-2014 16:36:33.423;-1;DESCRIBE
26-02-2014 16:36:34.623;-1;DESCRIBE
26-02-2014 16:36:35.738;-1;DESCRIBE
26-02-2014 16:36:36.531;11;DESCRIBE
27-02-2014 15:39:48.396;10;DESCRIBE
27-02-2014 15:39:50.395;10;DESCRIBE
27-02-2014 15:39:54.437;10;DESCRIBE
27-02-2014 15:39:55.026;10;DESCRIBE
27-02-2014 15:39:57.139;10;DESCRIBE
27-02-2014 15:39:58.032;10;DESCRIBE
27-02-2014 15:40:19.265;20;DESCRIBE
27-02-2014 15:40:21.755;20;DESCRIBE
27-02-2014 15:40:22.269;20;DESCRIBE
27-02-2014 15:40:23.372;20;DESCRIBE
27-02-2014 15:40:25.091;20;DESCRIBE
27-02-2014 15:40:33.100;27;DESCRIBE
27-02-2014 15:40:34.703;27;DESCRIBE
27-02-2014 15:40:35.550;27;DESCRIBE
