06-03-2014 19:46:30.371;0;tubig;LISTEN
06-03-2014 19:46:32.403;0;tubig;NEXT
06-03-2014 19:46:33.315;1;baso;LISTEN
06-03-2014 19:46:34.225;1;baso;NEXT
06-03-2014 19:46:35.029;2;oras;NEXT
06-03-2014 19:46:35.958;3;ihain;NEXT
06-03-2014 19:46:39.922;4;pagkain;NEXT
06-03-2014 19:46:47.087;5;pindutin;NEXT
06-03-2014 19:46:47.984;6;magbayad;NEXT
06-03-2014 19:46:49.087;7;umagos;NEXT
06-03-2014 19:46:49.999;8;lata;NEXT
06-03-2014 19:46:50.914;9;asinan;NEXT
06-03-2014 19:46:51.678;10;asukal;NEXT
06-03-2014 19:46:52.414;11;manuod;NEXT
06-03-2014 19:46:53.984;12;batubalani;NEXT
06-03-2014 19:46:54.801;13;itapon;NEXT
06-03-2014 19:46:56.851;14;haluin;NEXT
06-03-2014 19:46:59.929;15;bote;NEXT
06-03-2014 19:47:01.067;16;itulak;NEXT
06-03-2014 19:47:01.785;17;inumin;NEXT
06-03-2014 19:47:02.617;18;isaksak;NEXT
06-03-2014 19:47:03.419;19;talaarawan;NEXT
06-03-2014 19:47:04.408;20;tamaan;NEXT
06-03-2014 19:47:05.193;21;talaan;NEXT
06-03-2014 19:47:06.071;22;alak;NEXT
06-03-2014 19:47:07.545;23;maupo;NEXT
06-03-2014 19:47:08.470;24;bintana;PREVIOUS
06-03-2014 19:47:16.469;23;maupo;NEXT
06-03-2014 19:47:17.253;24;bintana;PREVIOUS
06-03-2014 19:47:17.637;23;maupo;PREVIOUS
06-03-2014 19:47:19.492;22;alak;NEXT
06-03-2014 19:47:21.177;23;maupo;NEXT
06-03-2014 19:47:21.939;24;bintana;NEXT
06-03-2014 19:47:42.287;25;ipatong;NEXT
06-03-2014 19:47:44.806;26;basurahan;NEXT
06-03-2014 19:47:47.528;27;burahin;NEXT
06-03-2014 19:47:48.764;28;babasahin;NEXT
06-03-2014 19:47:53.472;29;magbasa;PREVIOUS
06-03-2014 19:47:57.157;28;babasahin;NEXT
06-03-2014 19:47:57.749;29;magbasa;NEXT
06-03-2014 19:48:13.566;0;tubig;NEXT
