24-02-2014 13:10:44.400;0;START;Tap next below to start.
24-02-2014 13:10:45.648;0;YES;maupo
24-02-2014 13:10:46.991;0;NEXT; 
24-02-2014 13:10:50.831;0;YES;isaksak
24-02-2014 13:10:52.933;0;NEXT; 
24-02-2014 13:10:54.149;0;NO;lumuhod
24-02-2014 13:10:54.916;0;NEXT; 
24-02-2014 13:10:56.260;0;YES;burahin
24-02-2014 13:10:56.900;0;NEXT; 
24-02-2014 13:10:58.643;0;NO;prituhin
24-02-2014 13:10:59.795;0;NEXT; 
24-02-2014 13:11:01.650;0;NO;ilalim
24-02-2014 13:11:02.402;0;NEXT; 
24-02-2014 13:11:05.292;0;YES;batubalani
24-02-2014 13:11:06.012;0;NEXT; 
24-02-2014 13:11:07.548;0;YES;lata
24-02-2014 13:11:08.315;0;NEXT; 
24-02-2014 13:11:10.790;0;NO;hampasin
24-02-2014 13:11:11.926;0;NEXT; 
24-02-2014 13:11:15.854;0;NO;tamaan
24-02-2014 13:11:16.606;0;NEXT; 
24-02-2014 13:11:18.333;0;NO;ipatong
24-02-2014 13:11:18.942;0;NEXT; 
24-02-2014 13:11:20.237;0;NO;hugutin
24-02-2014 13:11:21.245;0;NEXT; 
24-02-2014 13:11:23.052;0;YES;talaan
24-02-2014 13:11:23.964;0;NEXT; 
24-02-2014 13:11:25.739;0;YES;panlamig
24-02-2014 13:11:26.955;0;NEXT; 
24-02-2014 13:11:31.811;0;YES;babaan
24-02-2014 13:11:32.467;0;NEXT; 
24-02-2014 13:11:33.987;0;NO;pagkain
24-02-2014 13:11:34.995;0;NEXT; 
24-02-2014 13:11:38.426;0;YES;itapon
24-02-2014 13:11:38.970;0;NEXT; 
24-02-2014 13:11:42.991;0;YES;haluin
24-02-2014 13:11:43.567;0;NEXT; 
24-02-2014 13:11:46.771;0;NO;baso
24-02-2014 13:11:47.635;0;NEXT; 
24-02-2014 13:11:51.829;0;NO;itulak
24-02-2014 13:11:52.501;0;NEXT; 
24-02-2014 13:11:54.101;0;NO;itusok
24-02-2014 13:11:54.660;0;NEXT; 
24-02-2014 13:11:57.086;0;NO;initin
24-02-2014 13:11:57.614;0;NEXT; 
24-02-2014 13:11:59.987;0;NO;pindutin
24-02-2014 13:12:00.546;0;NEXT; 
24-02-2014 13:12:04.768;0;YES;magbasa
24-02-2014 13:12:05.743;0;NEXT; 
24-02-2014 13:12:06.943;0;NO;aso
24-02-2014 13:12:07.423;0;NEXT; 
24-02-2014 13:12:09.407;0;NO;umagos
24-02-2014 13:12:09.918;0;NEXT; 
24-02-2014 13:12:15.093;0;NO;bintana
24-02-2014 13:12:15.592;0;NEXT; 
24-02-2014 13:12:16.645;0;NO;buntot
24-02-2014 13:12:17.029;0;NEXT; 
24-02-2014 13:12:18.260;0;YES;asukal
24-02-2014 13:12:18.788;0;NEXT; 
24-02-2014 13:12:24.594;0;YES;inumin
24-02-2014 13:12:25.090;0;NEXT; 
24-02-2014 13:12:27.800;0;YES;basurahan
24-02-2014 13:12:28.327;0;NEXT; 
24-02-2014 13:12:29.319;0;YES;bote
24-02-2014 13:12:29.736;0;NEXT; 
24-02-2014 13:12:30.855;0;YES;asinan
24-02-2014 13:12:31.238;0;NEXT; 
24-02-2014 13:12:32.279;0;YES;alak
24-02-2014 13:12:32.742;0;NEXT; 
24-02-2014 13:12:36.284;0;NO;tunawin
24-02-2014 13:12:36.747;0;NEXT; 
24-02-2014 13:12:40.103;0;NO;ihain
24-02-2014 13:12:40.679;0;NEXT; 
24-02-2014 13:12:41.927;0;YES;talaarawan
24-02-2014 13:12:42.407;0;NEXT; 
24-02-2014 13:12:45.581;0;YES;bato
24-02-2014 13:12:45.997;0;NEXT; 
24-02-2014 13:12:47.485;0;NO;mata
24-02-2014 13:12:47.964;0;NEXT; 
24-02-2014 13:12:52.316;0;YES;magbayad
24-02-2014 13:12:52.748;0;NEXT; 
24-02-2014 13:12:53.692;0;NO;oras
24-02-2014 13:12:54.172;0;NEXT; 
24-02-2014 13:12:59.600;0;NO;talahanayan
24-02-2014 13:13:00.080;0;NEXT; 
24-02-2014 13:13:02.095;0;YES;babasahin
24-02-2014 13:13:02.638;0;NEXT; 
24-02-2014 13:13:03.742;0;YES;tubig
24-02-2014 13:13:04.110;0;NEXT; 
24-02-2014 13:13:09.216;0;NO;lamat
24-02-2014 13:13:09.617;0;NEXT; 
24-02-2014 13:13:10.880;0;NO;almusal
24-02-2014 13:13:11.216;0;NEXT; 
24-02-2014 13:13:13.643;0;NO;saging
24-02-2014 13:13:14.187;0;NEXT; 
24-02-2014 13:13:16.027;0;YES;manuod
24-02-2014 13:13:16.442;0;NEXT; 
24-02-2014 13:13:19.772;0;NO;magsaya
24-02-2014 13:13:20.221;0;NEXT; 
24-02-2014 13:13:25.266;0;NO;asikasuhin
25-02-2014 16:45:38.643;0;START;Tap next below to start.
25-02-2014 16:45:39.747;0;YES;batubalani
25-02-2014 16:45:40.546;0;NEXT; 
25-02-2014 16:45:42.162;0;YES;burahin
25-02-2014 16:45:42.850;0;NEXT; 
25-02-2014 16:45:43.794;0;YES;bintana
25-02-2014 16:45:44.305;0;NEXT; 
25-02-2014 16:45:45.697;0;YES;alak
25-02-2014 16:45:46.256;0;NEXT; 
25-02-2014 16:45:47.264;0;YES;maupo
25-02-2014 16:45:47.840;0;NEXT; 
25-02-2014 16:45:48.847;0;YES;isaksak
25-02-2014 16:45:49.343;0;NEXT; 
25-02-2014 16:45:52.297;0;NO;itusok
25-02-2014 16:45:53.049;0;NEXT; 
25-02-2014 16:45:55.265;0;YES;inumin
25-02-2014 16:45:55.936;0;NEXT; 
25-02-2014 16:45:57.247;0;YES;lata
25-02-2014 16:45:57.744;0;NEXT; 
25-02-2014 16:45:59.535;0;YES;babasahin
25-02-2014 16:46:00.046;0;NEXT; 
25-02-2014 16:46:01.886;0;YES;basurahan
25-02-2014 16:46:02.558;0;NEXT; 
25-02-2014 16:46:03.614;0;YES;manuod
25-02-2014 16:46:04.157;0;NEXT; 
25-02-2014 16:46:05.341;0;YES;ipatong
25-02-2014 16:46:05.901;0;NEXT; 
25-02-2014 16:46:07.804;0;NO;lamat
25-02-2014 16:46:08.508;0;NEXT; 
25-02-2014 16:46:10.912;0;NO;hampasin
25-02-2014 16:46:11.471;0;NEXT; 
25-02-2014 16:46:13.231;0;NO;almusal
25-02-2014 16:46:13.807;0;NEXT; 
25-02-2014 16:46:18.573;0;YES;bato
25-02-2014 16:46:19.053;0;NEXT; 
25-02-2014 16:46:21.772;0;YES;magbayad
25-02-2014 16:46:22.283;0;NEXT; 
25-02-2014 16:46:24.821;0;YES;haluin
25-02-2014 16:46:25.269;0;NEXT; 
25-02-2014 16:46:26.709;0;YES;talaan
25-02-2014 16:46:27.301;0;NEXT; 
25-02-2014 16:46:33.634;0;NO;pagkain
25-02-2014 16:46:34.114;0;NEXT; 
25-02-2014 16:46:35.809;0;NO;tunawin
25-02-2014 16:46:36.161;0;NEXT; 
25-02-2014 16:46:37.585;0;YES;talaarawan
25-02-2014 16:46:38.017;0;NEXT; 
25-02-2014 16:46:41.240;0;YES;babaan
25-02-2014 16:46:41.880;0;NEXT; 
25-02-2014 16:46:44.653;0;NO;panlamig
25-02-2014 16:46:45.117;0;NEXT; 
25-02-2014 16:46:47.742;0;NO;prituhin
25-02-2014 16:46:48.206;0;NEXT; 
25-02-2014 16:46:49.646;0;NO;mata
25-02-2014 16:46:50.030;0;NEXT; 
25-02-2014 16:46:56.583;0;NO;hugutin
25-02-2014 16:46:56.967;0;NEXT; 
25-02-2014 16:46:57.878;0;NO;aso
25-02-2014 16:46:58.183;0;NEXT; 
25-02-2014 16:46:59.830;0;NO;pindutin
25-02-2014 16:47:01.286;0;NEXT; 
25-02-2014 16:47:02.533;0;YES;asinan
25-02-2014 16:47:02.901;0;NEXT; 
25-02-2014 16:47:06.234;0;YES;saging
25-02-2014 16:47:06.587;0;NEXT; 
25-02-2014 16:47:08.633;0;YES;baso
25-02-2014 16:47:09.002;0;NEXT; 
25-02-2014 16:47:10.137;0;NO;oras
25-02-2014 16:47:10.521;0;NEXT; 
25-02-2014 16:47:13.288;0;YES;asikasuhin
25-02-2014 16:47:13.831;0;NEXT; 
25-02-2014 16:47:15.415;0;YES;itapon
25-02-2014 16:47:15.895;0;NEXT; 
25-02-2014 16:47:20.330;0;YES;initin
25-02-2014 16:47:21.211;0;NEXT; 
25-02-2014 16:47:23.575;0;NO;magsaya
25-02-2014 16:47:24.023;0;NEXT; 
25-02-2014 16:47:25.878;0;YES;umagos
25-02-2014 16:47:26.342;0;NEXT; 
25-02-2014 16:47:33.966;0;NO;ilalim
25-02-2014 16:47:34.351;0;NEXT; 
25-02-2014 16:47:35.166;0;YES;tubig
25-02-2014 16:47:35.534;0;NEXT; 
25-02-2014 16:47:36.478;0;YES;ihain
25-02-2014 16:47:36.830;0;NEXT; 
25-02-2014 16:47:38.381;0;YES;talahanayan
